p,d_obs,n_directions,eps,ceiling_gap,observed_discrepancy,I_plus,I_minus
8,2,24,0.09753908683997595,0.015830201022822718,6.938893903907228e-18,0.10373554938588124,0.08790534836305852
8,2,24,0.24904433305575965,0.11021431622864108,2.7755575615628914e-17,0.2600853381891124,0.3702996544177535
8,2,24,0.18114677434624513,0.20397902812834212,1.3877787807814457e-17,0.34992868969420354,0.5539077178225457
8,2,24,0.3156668961388525,0.2860225222627466,1.3877787807814457e-17,0.47226659714560143,0.18624407488285483
8,2,24,0.15293946209182785,0.03926312023857548,1.3877787807814457e-17,0.007297077231075522,0.046560197469650996
8,2,24,0.09555190908625091,0.11516547112705589,2.7755575615628914e-17,0.4555543460343097,0.34038887490725384
8,2,24,0.31251468550987055,0.006000239096270749,2.7755575615628914e-17,0.012871393834775573,0.018871632931046323
8,2,24,0.4261437820151462,0.20178032440923388,5.551115123125783e-17,0.5364591386346597,0.7382394630438935
8,2,24,0.3707534726147497,0.46684206661467054,2.7755575615628914e-17,0.19231706869538,0.6591591353100505
8,2,24,0.37243895479148004,0.3507629240049821,2.7755575615628914e-17,0.7112014336729179,0.3604385096679358
