kernel,label,m,rep,k_error_op,eps_m,I_star,I_true_at_Shat,regret_exhaustive,bound_2eps,slack_exhaustive,bound_holds_exhaustive,eta_hat,n_greedy_actions,greedy_is_optimal,I_true_at_Sgreedy,regret_greedy,eta_bound_rhs,slack_eta,bound_holds_eta,Ihat_at_Shat,Ihat_at_Sgreedy,ceiling_from_designresult
trait_ou,mean,25,76,14.25936196799523,0.18006582579647812,0.6907252995047104,0.6775413977616256,0.013183901743084814,0.36013165159295624,0.3469477498498714,1,0.9856122011220169,4,0,0.6714951639172988,0.0192301355874116,0.32324638210890333,0.34824878180839547,1,0.757394939037761,0.7464976929836834,0.7464976929836834
trait_ou,mean,25,77,10.88134366745577,0.17752127943897744,0.6907252995047104,0.6607112995817765,0.030013999922933854,0.3550425588779549,0.32502855895502103,1,1.0,4,1,0.6607112995817765,0.030013999922933854,0.3356827406267555,0.32502855895502103,1,0.7115531575234876,0.7115531575234876,0.7115531575234876
trait_ou,mean,25,78,11.910484292749352,0.19866606992915375,0.6907252995047104,0.6615649917460967,0.02916030775861367,0.3973321398583075,0.36817183209969384,1,1.0,4,1,0.6615649917460967,0.02916030775861367,0.2933931596464029,0.36817183209969384,1,0.734945204583738,0.734945204583738,0.7349452045837379
trait_ou,mean,25,79,13.741197419893588,0.18238266039883017,0.6907252995047104,0.6552022307203907,0.035523068784319656,0.36476532079766033,0.3292422520133407,1,1.0,4,1,0.6552022307203907,0.035523068784319656,0.32595997870705007,0.3292422520133407,1,0.775388153052966,0.775388153052966,0.775388153052966
trait_ou,mean,25,80,14.60740720180618,0.201754049795277,0.6907252995047104,0.6615455004018768,0.029179799102833637,0.403508099590554,0.37432830048772037,1,0.9976374442910344,4,0,0.6906606959447911,6.460355991932953e-05,0.28606197809663536,0.4045987178481557,1,0.777854933837567,0.776017208222882,0.776017208222882
trait_ou,mean,25,81,11.799868247174945,0.13902426098494042,0.6907252995047104,0.6455312544179136,0.04519404508679681,0.27804852196988084,0.23285447688308403,1,1.0,4,1,0.6455312544179136,0.04519404508679681,0.41267677753482956,0.23285447688308403,1,0.706297986497959,0.706297986497959,0.706297986497959
trait_ou,mean,25,82,13.349733513910225,0.2293075298374857,0.6907252995047104,0.6842953625099731,0.006429936994737262,0.4586150596749714,0.45218512268023414,1,0.9652056831645673,4,0,0.6389738812831776,0.05175141822153284,0.2160555237584389,0.42291835752473866,1,0.7035194406657178,0.6790409623473085,0.6790409623473085
trait_ou,mean,25,83,13.478953371221769,0.28796268303942046,0.6907252995047104,0.5705657669441209,0.12015953256058953,0.5759253660788409,0.4557658335182514,1,1.0,4,1,0.5705657669441209,0.12015953256058953,0.11479993342586947,0.4557658335182514,1,0.7055797713111458,0.7055797713111458,0.7055797713111458
trait_ou,mean,25,84,11.461593099956328,0.17578659824873027,0.6907252995047104,0.6417889064644394,0.048936393040270976,0.35157319649746055,0.3026368034571896,1,1.0,4,1,0.6417889064644394,0.048936393040270976,0.33915210300724985,0.3026368034571896,1,0.7789333812957017,0.7789333812957017,0.7789333812957013
trait_ou,mean,25,85,10.221322860405,0.206309294867336,0.6907252995047104,0.6114670501135088,0.07925824939120163,0.412618589734672,0.3333603403434704,1,0.998684339106889,4,0,0.6906606959447911,6.460355991932953e-05,0.27746938257673986,0.4131913133680512,1,0.7062094869678579,0.7052803547635104,0.7052803547635104
trait_ou,mean,25,86,11.55564122830649,0.12672445077986316,0.6907252995047104,0.6615649917460968,0.029160307758613557,0.2534489015597263,0.22428859380111277,1,0.9832758068111114,4,0,0.6455110028338609,0.04521429667084953,0.42784393879221255,0.21766706404164832,1,0.7613741914842057,0.74864082241679,0.74864082241679
trait_ou,mean,25,87,11.186463502375432,0.23127093717653513,0.6907252995047104,0.6552022307203907,0.035523068784319656,0.46254187435307026,0.4270188055687506,1,1.0,4,1,0.6552022307203907,0.035523068784319656,0.22818342515164014,0.4270188055687506,1,0.8175467650058035,0.8175467650058035,0.8175467650058035
