label,budget,method,fold,r2_heldout,selection_score_train,r2_heldout_sd_over_draws,n_test_records,n_train_records,cost_epochs,runtime_s
N3,8,kernel_quadrature,1,0.7263189637490117,0.706856784084626,nan,41,156,8.0,0.06330366699694423
N3,8,label_aware,1,0.7488372654283604,0.7844617073881224,nan,41,156,8.0,0.042577457999868784
N3,16,consecutive,1,0.7324630931955975,0.3193511496687162,nan,41,156,16.0,0.0
N3,16,uniform,1,0.7415480019262045,0.6294227273931566,nan,41,156,16.0,0.0
N3,16,random,1,0.716599872025397,0.5812808812631002,0.07616446329574189,41,156,16.0,0.0
N3,16,imse,1,0.7099761753006439,0.7763791208599031,nan,41,156,16.0,0.06518887499987613
N3,16,kernel_quadrature,1,0.7222466920767059,0.8726449330646378,nan,41,156,16.0,0.06330366699694423
N3,16,label_aware,1,0.8529831258322895,0.916996949488776,nan,41,156,16.0,0.22922495799866738
N3,32,consecutive,1,0.7577555796137305,0.5647266616261084,nan,41,156,32.0,0.0
N3,32,uniform,1,0.8984363429215501,0.8530463321623413,nan,41,156,32.0,0.0
N3,32,random,1,0.8198461944819802,0.8031232662004484,0.0481183012245026,41,156,32.0,0.0
N3,32,imse,1,0.8497650264413497,0.9373166268337588,nan,41,156,32.0,0.06518887499987613
N3,32,kernel_quadrature,1,0.8089183226110979,0.9351497065096236,nan,41,156,32.0,0.06330366699694423
N3,32,label_aware,1,0.9047302340567728,0.9682379671884924,nan,41,156,32.0,0.017425084006390534
N3,64,consecutive,1,0.8353984934178601,0.9191442303966673,nan,41,156,64.0,0.0
N3,64,uniform,1,0.9483296537056518,0.9598892871378083,nan,41,156,64.0,0.0
N3,64,random,1,0.9151613484169628,0.937156504076355,0.02194168660500349,41,156,64.0,0.0
N3,64,imse,1,0.9253437908205104,0.9724817030090683,nan,41,156,64.0,0.06518887499987613
N3,64,kernel_quadrature,1,0.9218004870416027,0.9775165049842014,nan,41,156,64.0,0.06330366699694423
N3,64,label_aware,1,0.9284109139915709,0.987669377851174,nan,41,156,64.0,0.5794602089954424
N3,4,consecutive,2,0.6003143300266429,0.19571391500946198,nan,40,157,4.0,0.0
N3,4,uniform,2,0.5007989837387319,0.14944216778223893,nan,40,157,4.0,0.0
N3,4,random,2,0.5265964761969053,0.20843459566548952,0.07802721729003548,40,157,4.0,0.0
N3,4,imse,2,0.5303961344365196,0.46315124528407997,nan,40,157,4.0,0.06387095799436793
N3,4,kernel_quadrature,2,0.5909023106235471,0.5691081032987878,nan,40,157,4.0,0.0919426249965909
N3,4,label_aware,2,0.6434303363446431,0.6184604483548358,nan,40,157,4.0,0.017996750000747852
N3,8,consecutive,2,0.5541600733913095,0.322404594876342,nan,40,157,8.0,0.0
N3,8,uniform,2,0.5994887730823013,0.4659104939550925,nan,40,157,8.0,0.0
